RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
USER	Pokemon API Test	END	1720479378057
USER	Pokemon API Test	START	1720479378057
REQUEST		Get Pikachu	1720479378005	1720479378063	OK	 
USER	Pokemon API Test	END	1720479378067
USER	Pokemon API Test	START	1720479378068
REQUEST		Get Pikachu	1720479378027	1720479378072	OK	 
USER	Pokemon API Test	END	1720479378076
USER	Pokemon API Test	START	1720479378076
REQUEST		Get Pikachu	1720479378046	1720479378079	OK	 
USER	Pokemon API Test	END	1720479378080
USER	Pokemon API Test	START	1720479378080
REQUEST		Get Pikachu	1720479378029	1720479378087	OK	 
REQUEST		Get Pikachu	1720479378029	1720479378089	OK	 
USER	Pokemon API Test	END	1720479378093
USER	Pokemon API Test	END	1720479378093
USER	Pokemon API Test	START	1720479378093
USER	Pokemon API Test	START	1720479378093
REQUEST		Get Pikachu	1720479378068	1720479378104	OK	 
USER	Pokemon API Test	END	1720479378105
USER	Pokemon API Test	START	1720479378105
REQUEST		Get Pikachu	1720479378057	1720479378105	OK	 
REQUEST		Get Pikachu	1720479378043	1720479378105	OK	 
USER	Pokemon API Test	END	1720479378109
USER	Pokemon API Test	END	1720479378109
REQUEST		Get Pikachu	1720479378047	1720479378109	OK	 
REQUEST		Get Pikachu	1720479378054	1720479378111	OK	 
USER	Pokemon API Test	END	1720479378115
USER	Pokemon API Test	START	1720479378115
USER	Pokemon API Test	START	1720479378115
USER	Pokemon API Test	START	1720479378117
USER	Pokemon API Test	END	1720479378121
USER	Pokemon API Test	START	1720479378121
REQUEST		Get Pikachu	1720479378056	1720479378119	OK	 
USER	Pokemon API Test	END	1720479378123
USER	Pokemon API Test	START	1720479378123
REQUEST		Get Pikachu	1720479378080	1720479378126	OK	 
USER	Pokemon API Test	END	1720479378130
USER	Pokemon API Test	START	1720479378130
REQUEST		Get Pikachu	1720479378076	1720479378129	OK	 
USER	Pokemon API Test	END	1720479378133
USER	Pokemon API Test	START	1720479378133
REQUEST		Get Pikachu	1720479378105	1720479378153	OK	 
USER	Pokemon API Test	END	1720479378154
USER	Pokemon API Test	START	1720479378154
REQUEST		Get Pikachu	1720479378093	1720479378149	OK	 
REQUEST		Get Pikachu	1720479378093	1720479378151	OK	 
USER	Pokemon API Test	END	1720479378154
USER	Pokemon API Test	START	1720479378154
USER	Pokemon API Test	END	1720479378155
USER	Pokemon API Test	START	1720479378155
REQUEST		Get Pikachu	1720479378124	1720479378168	OK	 
USER	Pokemon API Test	END	1720479378169
REQUEST		Get Pikachu	1720479378118	1720479378165	OK	 
REQUEST		Get Pikachu	1720479378116	1720479378165	OK	 
USER	Pokemon API Test	END	1720479378170
USER	Pokemon API Test	START	1720479378170
USER	Pokemon API Test	END	1720479378170
USER	Pokemon API Test	START	1720479378170
USER	Pokemon API Test	START	1720479378170
REQUEST		Get Pikachu	1720479378118	1720479378173	OK	 
USER	Pokemon API Test	END	1720479378181
USER	Pokemon API Test	START	1720479378182
REQUEST		Get Pikachu	1720479378131	1720479378182	OK	 
USER	Pokemon API Test	END	1720479378186
REQUEST		Get Pikachu	1720479378133	1720479378183	OK	 
REQUEST		Get Pikachu	1720479378122	1720479378181	OK	 
USER	Pokemon API Test	END	1720479378187
USER	Pokemon API Test	END	1720479378187
USER	Pokemon API Test	START	1720479378187
USER	Pokemon API Test	START	1720479378187
USER	Pokemon API Test	START	1720479378188
REQUEST		Get Pikachu	1720479378155	1720479378193	OK	 
USER	Pokemon API Test	END	1720479378194
USER	Pokemon API Test	START	1720479378194
REQUEST		Get Pikachu	1720479378155	1720479378198	OK	 
USER	Pokemon API Test	END	1720479378202
USER	Pokemon API Test	START	1720479378202
REQUEST		Get Pikachu	1720479378155	1720479378208	OK	 
USER	Pokemon API Test	END	1720479378212
USER	Pokemon API Test	START	1720479378212
REQUEST		Get Pikachu	1720479378188	1720479378221	OK	 
USER	Pokemon API Test	END	1720479378223
USER	Pokemon API Test	START	1720479378223
REQUEST		Get Pikachu	1720479378170	1720479378228	OK	 
USER	Pokemon API Test	END	1720479378232
REQUEST		Get Pikachu	1720479378170	1720479378223	OK	 
USER	Pokemon API Test	END	1720479378233
USER	Pokemon API Test	START	1720479378233
USER	Pokemon API Test	START	1720479378233
REQUEST		Get Pikachu	1720479378170	1720479378229	OK	 
USER	Pokemon API Test	END	1720479378234
USER	Pokemon API Test	START	1720479378234
REQUEST		Get Pikachu	1720479378188	1720479378233	OK	 
USER	Pokemon API Test	END	1720479378237
USER	Pokemon API Test	START	1720479378237
REQUEST		Get Pikachu	1720479378186	1720479378243	OK	 
USER	Pokemon API Test	END	1720479378248
REQUEST		Get Pikachu	1720479378194	1720479378244	OK	 
REQUEST		Get Pikachu	1720479378188	1720479378245	OK	 
USER	Pokemon API Test	END	1720479378248
USER	Pokemon API Test	END	1720479378249
USER	Pokemon API Test	START	1720479378249
USER	Pokemon API Test	START	1720479378250
USER	Pokemon API Test	START	1720479378250
REQUEST		Get Pikachu	1720479378212	1720479378254	OK	 
USER	Pokemon API Test	END	1720479378255
USER	Pokemon API Test	START	1720479378255
REQUEST		Get Pikachu	1720479378203	1720479378262	OK	 
USER	Pokemon API Test	END	1720479378267
USER	Pokemon API Test	START	1720479378267
REQUEST		Get Pikachu	1720479378237	1720479378269	OK	 
USER	Pokemon API Test	END	1720479378270
USER	Pokemon API Test	START	1720479378270
REQUEST		Get Pikachu	1720479378227	1720479378274	OK	 
USER	Pokemon API Test	END	1720479378277
USER	Pokemon API Test	START	1720479378277
REQUEST		Get Pikachu	1720479378233	1720479378282	OK	 
USER	Pokemon API Test	END	1720479378286
USER	Pokemon API Test	START	1720479378286
REQUEST		Get Pikachu	1720479378233	1720479378287	OK	 
USER	Pokemon API Test	END	1720479378292
REQUEST		Get Pikachu	1720479378235	1720479378288	OK	 
USER	Pokemon API Test	START	1720479378292
USER	Pokemon API Test	END	1720479378292
USER	Pokemon API Test	START	1720479378293
REQUEST		Get Pikachu	1720479378249	1720479378292	OK	 
USER	Pokemon API Test	END	1720479378296
USER	Pokemon API Test	START	1720479378296
REQUEST		Get Pikachu	1720479378250	1720479378296	OK	 
USER	Pokemon API Test	END	1720479378299
USER	Pokemon API Test	START	1720479378299
REQUEST		Get Pikachu	1720479378267	1720479378300	OK	 
USER	Pokemon API Test	END	1720479378300
USER	Pokemon API Test	START	1720479378300
REQUEST		Get Pikachu	1720479378251	1720479378311	OK	 
USER	Pokemon API Test	END	1720479378315
USER	Pokemon API Test	START	1720479378319
REQUEST		Get Pikachu	1720479378270	1720479378324	OK	 
REQUEST		Get Pikachu	1720479378293	1720479378327	OK	 
USER	Pokemon API Test	END	1720479378328
USER	Pokemon API Test	START	1720479378328
USER	Pokemon API Test	END	1720479378328
USER	Pokemon API Test	START	1720479378328
REQUEST		Get Pikachu	1720479378286	1720479378329	OK	 
USER	Pokemon API Test	END	1720479378334
USER	Pokemon API Test	START	1720479378334
REQUEST		Get Pikachu	1720479378292	1720479378339	OK	 
USER	Pokemon API Test	END	1720479378342
USER	Pokemon API Test	START	1720479378342
REQUEST		Get Pikachu	1720479378278	1720479378343	OK	 
USER	Pokemon API Test	END	1720479378351
REQUEST		Get Pikachu	1720479378296	1720479378348	OK	 
REQUEST		Get Pikachu	1720479378299	1720479378345	OK	 
USER	Pokemon API Test	END	1720479378352
USER	Pokemon API Test	START	1720479378352
USER	Pokemon API Test	END	1720479378352
USER	Pokemon API Test	START	1720479378352
USER	Pokemon API Test	START	1720479378353
REQUEST		Get Pikachu	1720479378329	1720479378359	OK	 
USER	Pokemon API Test	END	1720479378360
USER	Pokemon API Test	START	1720479378360
REQUEST		Get Pikachu	1720479378300	1720479378362	OK	 
USER	Pokemon API Test	END	1720479378367
USER	Pokemon API Test	START	1720479378367
REQUEST		Get Pikachu	1720479378255	1720479378370	OK	 
USER	Pokemon API Test	END	1720479378372
REQUEST		Get Pikachu	1720479378328	1720479378372	OK	 
USER	Pokemon API Test	END	1720479378376
USER	Pokemon API Test	START	1720479378376
USER	Pokemon API Test	START	1720479378376
REQUEST		Get Pikachu	1720479378319	1720479378374	OK	 
USER	Pokemon API Test	END	1720479378378
USER	Pokemon API Test	START	1720479378378
REQUEST		Get Pikachu	1720479378353	1720479378383	OK	 
USER	Pokemon API Test	END	1720479378384
USER	Pokemon API Test	START	1720479378384
REQUEST		Get Pikachu	1720479378334	1720479378385	OK	 
USER	Pokemon API Test	END	1720479378388
USER	Pokemon API Test	START	1720479378389
REQUEST		Get Pikachu	1720479378342	1720479378392	OK	 
USER	Pokemon API Test	END	1720479378394
USER	Pokemon API Test	START	1720479378394
REQUEST		Get Pikachu	1720479378353	1720479378398	OK	 
USER	Pokemon API Test	END	1720479378400
USER	Pokemon API Test	START	1720479378401
REQUEST		Get Pikachu	1720479378353	1720479378401	OK	 
USER	Pokemon API Test	END	1720479378406
USER	Pokemon API Test	START	1720479378406
REQUEST		Get Pikachu	1720479378376	1720479378412	OK	 
USER	Pokemon API Test	END	1720479378413
USER	Pokemon API Test	START	1720479378414
REQUEST		Get Pikachu	1720479378361	1720479378422	OK	 
REQUEST		Get Pikachu	1720479378368	1720479378421	OK	 
USER	Pokemon API Test	END	1720479378438
USER	Pokemon API Test	START	1720479378442
REQUEST		Get Pikachu	1720479378376	1720479378426	OK	 
USER	Pokemon API Test	END	1720479378445
REQUEST		Get Pikachu	1720479378378	1720479378438	OK	 
USER	Pokemon API Test	END	1720479378446
USER	Pokemon API Test	START	1720479378446
REQUEST		Get Pikachu	1720479378385	1720479378424	OK	 
USER	Pokemon API Test	END	1720479378447
USER	Pokemon API Test	START	1720479378447
USER	Pokemon API Test	START	1720479378447
REQUEST		Get Pikachu	1720479378406	1720479378450	OK	 
REQUEST		Get Pikachu	1720479378401	1720479378455	OK	 
REQUEST		Get Pikachu	1720479378395	1720479378453	OK	 
USER	Pokemon API Test	END	1720479378456
USER	Pokemon API Test	END	1720479378456
USER	Pokemon API Test	END	1720479378456
USER	Pokemon API Test	END	1720479378456
USER	Pokemon API Test	START	1720479378456
USER	Pokemon API Test	START	1720479378456
REQUEST		Get Pikachu	1720479378389	1720479378449	OK	 
USER	Pokemon API Test	START	1720479378457
USER	Pokemon API Test	END	1720479378458
USER	Pokemon API Test	START	1720479378458
USER	Pokemon API Test	START	1720479378458
REQUEST		Get Pikachu	1720479378414	1720479378482	OK	 
USER	Pokemon API Test	END	1720479378485
USER	Pokemon API Test	START	1720479378485
REQUEST		Get Pikachu	1720479378458	1720479378490	OK	 
USER	Pokemon API Test	END	1720479378491
USER	Pokemon API Test	START	1720479378491
REQUEST		Get Pikachu	1720479378446	1720479378490	OK	 
USER	Pokemon API Test	END	1720479378495
USER	Pokemon API Test	START	1720479378495
REQUEST		Get Pikachu	1720479378447	1720479378496	OK	 
USER	Pokemon API Test	END	1720479378498
USER	Pokemon API Test	START	1720479378498
REQUEST		Get Pikachu	1720479378457	1720479378499	OK	 
USER	Pokemon API Test	END	1720479378503
USER	Pokemon API Test	START	1720479378503
REQUEST		Get Pikachu	1720479378442	1720479378502	OK	 
USER	Pokemon API Test	END	1720479378506
USER	Pokemon API Test	START	1720479378507
REQUEST		Get Pikachu	1720479378459	1720479378504	OK	 
USER	Pokemon API Test	END	1720479378507
USER	Pokemon API Test	START	1720479378507
REQUEST		Get Pikachu	1720479378458	1720479378506	OK	 
USER	Pokemon API Test	END	1720479378510
USER	Pokemon API Test	START	1720479378510
REQUEST		Get Pikachu	1720479378447	1720479378511	OK	 
USER	Pokemon API Test	END	1720479378514
USER	Pokemon API Test	START	1720479378514
REQUEST		Get Pikachu	1720479378457	1720479378513	OK	 
USER	Pokemon API Test	END	1720479378518
USER	Pokemon API Test	START	1720479378518
REQUEST		Get Pikachu	1720479378498	1720479378536	OK	 
USER	Pokemon API Test	END	1720479378537
USER	Pokemon API Test	START	1720479378537
REQUEST		Get Pikachu	1720479378491	1720479378539	OK	 
USER	Pokemon API Test	END	1720479378545
USER	Pokemon API Test	START	1720479378545
REQUEST		Get Pikachu	1720479378495	1720479378544	OK	 
USER	Pokemon API Test	END	1720479378548
USER	Pokemon API Test	START	1720479378548
REQUEST		Get Pikachu	1720479378486	1720479378553	OK	 
USER	Pokemon API Test	END	1720479378557
USER	Pokemon API Test	START	1720479378557
REQUEST		Get Pikachu	1720479378507	1720479378558	OK	 
USER	Pokemon API Test	END	1720479378564
USER	Pokemon API Test	START	1720479378564
REQUEST		Get Pikachu	1720479378515	1720479378564	OK	 
USER	Pokemon API Test	END	1720479378568
REQUEST		Get Pikachu	1720479378518	1720479378566	OK	 
REQUEST		Get Pikachu	1720479378510	1720479378567	OK	 
USER	Pokemon API Test	END	1720479378570
USER	Pokemon API Test	END	1720479378570
USER	Pokemon API Test	START	1720479378571
REQUEST		Get Pikachu	1720479378504	1720479378571	OK	 
USER	Pokemon API Test	END	1720479378574
USER	Pokemon API Test	START	1720479378574
USER	Pokemon API Test	START	1720479378574
USER	Pokemon API Test	START	1720479378575
REQUEST		Get Pikachu	1720479378507	1720479378573	OK	 
USER	Pokemon API Test	END	1720479378577
USER	Pokemon API Test	START	1720479378577
REQUEST		Get Pikachu	1720479378537	1720479378581	OK	 
USER	Pokemon API Test	END	1720479378585
USER	Pokemon API Test	START	1720479378585
REQUEST		Get Pikachu	1720479378548	1720479378589	OK	 
USER	Pokemon API Test	END	1720479378593
USER	Pokemon API Test	START	1720479378593
REQUEST		Get Pikachu	1720479378557	1720479378594	OK	 
USER	Pokemon API Test	END	1720479378594
USER	Pokemon API Test	START	1720479378594
REQUEST		Get Pikachu	1720479378546	1720479378597	OK	 
USER	Pokemon API Test	END	1720479378600
USER	Pokemon API Test	START	1720479378600
REQUEST		Get Pikachu	1720479378572	1720479378611	OK	 
USER	Pokemon API Test	END	1720479378615
REQUEST		Get Pikachu	1720479378575	1720479378614	OK	 
USER	Pokemon API Test	END	1720479378616
USER	Pokemon API Test	START	1720479378616
USER	Pokemon API Test	START	1720479378616
REQUEST		Get Pikachu	1720479378565	1720479378611	OK	 
USER	Pokemon API Test	END	1720479378616
USER	Pokemon API Test	START	1720479378616
REQUEST		Get Pikachu	1720479378574	1720479378620	OK	 
USER	Pokemon API Test	END	1720479378624
USER	Pokemon API Test	START	1720479378624
REQUEST		Get Pikachu	1720479378575	1720479378624	OK	 
USER	Pokemon API Test	END	1720479378628
USER	Pokemon API Test	START	1720479378628
REQUEST		Get Pikachu	1720479378578	1720479378626	OK	 
USER	Pokemon API Test	END	1720479378631
USER	Pokemon API Test	START	1720479378631
REQUEST		Get Pikachu	1720479378593	1720479378635	OK	 
USER	Pokemon API Test	END	1720479378639
USER	Pokemon API Test	START	1720479378639
REQUEST		Get Pikachu	1720479378600	1720479378639	OK	 
USER	Pokemon API Test	END	1720479378640
USER	Pokemon API Test	START	1720479378640
REQUEST		Get Pikachu	1720479378585	1720479378639	OK	 
USER	Pokemon API Test	END	1720479378643
USER	Pokemon API Test	START	1720479378643
REQUEST		Get Pikachu	1720479378595	1720479378640	OK	 
USER	Pokemon API Test	END	1720479378644
USER	Pokemon API Test	START	1720479378644
REQUEST		Get Pikachu	1720479378628	1720479378658	OK	 
USER	Pokemon API Test	END	1720479378659
USER	Pokemon API Test	START	1720479378659
REQUEST		Get Pikachu	1720479378617	1720479378669	OK	 
USER	Pokemon API Test	END	1720479378673
REQUEST		Get Pikachu	1720479378617	1720479378671	OK	 
USER	Pokemon API Test	END	1720479378675
USER	Pokemon API Test	START	1720479378675
USER	Pokemon API Test	START	1720479378676
REQUEST		Get Pikachu	1720479378616	1720479378676	OK	 
USER	Pokemon API Test	END	1720479378680
REQUEST		Get Pikachu	1720479378644	1720479378682	OK	 
USER	Pokemon API Test	END	1720479378682
USER	Pokemon API Test	START	1720479378682
REQUEST		Get Pikachu	1720479378631	1720479378680	OK	 
USER	Pokemon API Test	START	1720479378684
USER	Pokemon API Test	END	1720479378684
USER	Pokemon API Test	START	1720479378684
REQUEST		Get Pikachu	1720479378639	1720479378687	OK	 
USER	Pokemon API Test	END	1720479378695
USER	Pokemon API Test	START	1720479378695
REQUEST		Get Pikachu	1720479378643	1720479378697	OK	 
USER	Pokemon API Test	END	1720479378700
USER	Pokemon API Test	START	1720479378700
REQUEST		Get Pikachu	1720479378641	1720479378696	OK	 
USER	Pokemon API Test	END	1720479378701
USER	Pokemon API Test	START	1720479378702
REQUEST		Get Pikachu	1720479378624	1720479378687	OK	 
USER	Pokemon API Test	END	1720479378704
USER	Pokemon API Test	START	1720479378704
REQUEST		Get Pikachu	1720479378660	1720479378706	OK	 
USER	Pokemon API Test	END	1720479378709
USER	Pokemon API Test	START	1720479378710
REQUEST		Get Pikachu	1720479378685	1720479378718	OK	 
USER	Pokemon API Test	END	1720479378719
USER	Pokemon API Test	START	1720479378720
REQUEST		Get Pikachu	1720479378676	1720479378722	OK	 
USER	Pokemon API Test	END	1720479378726
USER	Pokemon API Test	START	1720479378726
REQUEST		Get Pikachu	1720479378704	1720479378732	OK	 
USER	Pokemon API Test	END	1720479378733
REQUEST		Get Pikachu	1720479378683	1720479378733	OK	 
USER	Pokemon API Test	END	1720479378736
USER	Pokemon API Test	START	1720479378736
USER	Pokemon API Test	START	1720479378737
REQUEST		Get Pikachu	1720479378684	1720479378742	OK	 
USER	Pokemon API Test	END	1720479378746
REQUEST		Get Pikachu	1720479378701	1720479378744	OK	 
USER	Pokemon API Test	END	1720479378748
REQUEST		Get Pikachu	1720479378677	1720479378745	OK	 
USER	Pokemon API Test	START	1720479378749
USER	Pokemon API Test	END	1720479378749
USER	Pokemon API Test	START	1720479378749
USER	Pokemon API Test	START	1720479378750
REQUEST		Get Pikachu	1720479378710	1720479378755	OK	 
USER	Pokemon API Test	END	1720479378759
USER	Pokemon API Test	START	1720479378759
REQUEST		Get Pikachu	1720479378702	1720479378755	OK	 
USER	Pokemon API Test	END	1720479378761
USER	Pokemon API Test	START	1720479378761
REQUEST		Get Pikachu	1720479378695	1720479378768	OK	 
USER	Pokemon API Test	END	1720479378772
USER	Pokemon API Test	START	1720479378772
REQUEST		Get Pikachu	1720479378737	1720479378773	OK	 
USER	Pokemon API Test	END	1720479378773
USER	Pokemon API Test	START	1720479378773
REQUEST		Get Pikachu	1720479378726	1720479378776	OK	 
USER	Pokemon API Test	END	1720479378780
USER	Pokemon API Test	START	1720479378780
REQUEST		Get Pikachu	1720479378737	1720479378786	OK	 
USER	Pokemon API Test	END	1720479378789
USER	Pokemon API Test	START	1720479378790
REQUEST		Get Pikachu	1720479378721	1720479378787	OK	 
USER	Pokemon API Test	END	1720479378793
USER	Pokemon API Test	START	1720479378794
REQUEST		Get Pikachu	1720479378761	1720479378801	OK	 
REQUEST		Get Pikachu	1720479378750	1720479378797	OK	 
USER	Pokemon API Test	END	1720479378802
USER	Pokemon API Test	START	1720479378802
USER	Pokemon API Test	END	1720479378803
USER	Pokemon API Test	START	1720479378803
REQUEST		Get Pikachu	1720479378750	1720479378806	OK	 
USER	Pokemon API Test	END	1720479378810
USER	Pokemon API Test	START	1720479378810
REQUEST		Get Pikachu	1720479378750	1720479378808	OK	 
USER	Pokemon API Test	END	1720479378812
USER	Pokemon API Test	START	1720479378813
REQUEST		Get Pikachu	1720479378759	1720479378820	OK	 
USER	Pokemon API Test	END	1720479378825
REQUEST		Get Pikachu	1720479378774	1720479378822	OK	 
USER	Pokemon API Test	END	1720479378826
USER	Pokemon API Test	START	1720479378826
USER	Pokemon API Test	START	1720479378826
REQUEST		Get Pikachu	1720479378794	1720479378830	OK	 
USER	Pokemon API Test	END	1720479378830
USER	Pokemon API Test	START	1720479378831
REQUEST		Get Pikachu	1720479378772	1720479378828	OK	 
USER	Pokemon API Test	END	1720479378832
USER	Pokemon API Test	START	1720479378833
REQUEST		Get Pikachu	1720479378780	1720479378831	OK	 
USER	Pokemon API Test	END	1720479378838
USER	Pokemon API Test	START	1720479378838
REQUEST		Get Pikachu	1720479378790	1720479378836	OK	 
USER	Pokemon API Test	END	1720479378840
USER	Pokemon API Test	START	1720479378840
REQUEST		Get Pikachu	1720479378802	1720479378847	OK	 
USER	Pokemon API Test	END	1720479378850
USER	Pokemon API Test	START	1720479378851
REQUEST		Get Pikachu	1720479378826	1720479378870	OK	 
REQUEST		Get Pikachu	1720479378803	1720479378866	OK	 
REQUEST		Get Pikachu	1720479378813	1720479378865	OK	 
USER	Pokemon API Test	END	1720479378871
USER	Pokemon API Test	END	1720479378871
USER	Pokemon API Test	START	1720479378871
USER	Pokemon API Test	START	1720479378871
USER	Pokemon API Test	END	1720479378872
USER	Pokemon API Test	START	1720479378872
REQUEST		Get Pikachu	1720479378841	1720479378873	OK	 
USER	Pokemon API Test	END	1720479378874
USER	Pokemon API Test	START	1720479378874
REQUEST		Get Pikachu	1720479378811	1720479378877	OK	 
USER	Pokemon API Test	END	1720479378880
USER	Pokemon API Test	START	1720479378880
REQUEST		Get Pikachu	1720479378827	1720479378881	OK	 
USER	Pokemon API Test	END	1720479378884
USER	Pokemon API Test	START	1720479378885
REQUEST		Get Pikachu	1720479378831	1720479378882	OK	 
USER	Pokemon API Test	END	1720479378887
USER	Pokemon API Test	START	1720479378887
REQUEST		Get Pikachu	1720479378833	1720479378885	OK	 
USER	Pokemon API Test	END	1720479378889
USER	Pokemon API Test	START	1720479378890
REQUEST		Get Pikachu	1720479378838	1720479378889	OK	 
USER	Pokemon API Test	END	1720479378893
USER	Pokemon API Test	START	1720479378893
REQUEST		Get Pikachu	1720479378851	1720479378892	OK	 
USER	Pokemon API Test	END	1720479378895
USER	Pokemon API Test	START	1720479378895
REQUEST		Get Pikachu	1720479378874	1720479378908	OK	 
USER	Pokemon API Test	END	1720479378908
USER	Pokemon API Test	START	1720479378908
REQUEST		Get Pikachu	1720479378872	1720479378916	OK	 
USER	Pokemon API Test	END	1720479378921
USER	Pokemon API Test	START	1720479378921
REQUEST		Get Pikachu	1720479378893	1720479378927	OK	 
USER	Pokemon API Test	END	1720479378928
REQUEST		Get Pikachu	1720479378881	1720479378928	OK	 
USER	Pokemon API Test	END	1720479378932
USER	Pokemon API Test	START	1720479378932
USER	Pokemon API Test	START	1720479378932
REQUEST		Get Pikachu	1720479378872	1720479378933	OK	 
REQUEST		Get Pikachu	1720479378887	1720479378957	OK	 
REQUEST		Get Pikachu	1720479378885	1720479378957	OK	 
USER	Pokemon API Test	END	1720479378961
USER	Pokemon API Test	END	1720479378961
USER	Pokemon API Test	START	1720479378961
REQUEST		Get Pikachu	1720479378890	1720479378962	OK	 
REQUEST		Get Pikachu	1720479378872	1720479378970	OK	 
USER	Pokemon API Test	END	1720479378976
USER	Pokemon API Test	START	1720479378976
USER	Pokemon API Test	END	1720479378978
USER	Pokemon API Test	START	1720479378978
USER	Pokemon API Test	END	1720479378978
USER	Pokemon API Test	START	1720479378979
USER	Pokemon API Test	START	1720479378979
REQUEST		Get Pikachu	1720479378895	1720479378981	OK	 
USER	Pokemon API Test	END	1720479378987
USER	Pokemon API Test	START	1720479378987
REQUEST		Get Pikachu	1720479378932	1720479378991	OK	 
USER	Pokemon API Test	END	1720479378992
USER	Pokemon API Test	START	1720479378992
REQUEST		Get Pikachu	1720479378909	1720479378988	OK	 
USER	Pokemon API Test	END	1720479378995
USER	Pokemon API Test	START	1720479378995
REQUEST		Get Pikachu	1720479378921	1720479378995	OK	 
USER	Pokemon API Test	END	1720479379000
USER	Pokemon API Test	START	1720479379000
REQUEST		Get Pikachu	1720479378932	1720479378999	OK	 
USER	Pokemon API Test	END	1720479379002
USER	Pokemon API Test	START	1720479379002
REQUEST		Get Pikachu	1720479378976	1720479379024	OK	 
USER	Pokemon API Test	END	1720479379028
USER	Pokemon API Test	START	1720479379028
REQUEST		Get Pikachu	1720479378979	1720479379027	OK	 
USER	Pokemon API Test	END	1720479379031
USER	Pokemon API Test	START	1720479379031
REQUEST		Get Pikachu	1720479378961	1720479379033	OK	 
USER	Pokemon API Test	END	1720479379036
USER	Pokemon API Test	START	1720479379036
REQUEST		Get Pikachu	1720479379002	1720479379036	OK	 
USER	Pokemon API Test	END	1720479379037
USER	Pokemon API Test	START	1720479379037
REQUEST		Get Pikachu	1720479378980	1720479379039	OK	 
USER	Pokemon API Test	END	1720479379043
REQUEST		Get Pikachu	1720479378987	1720479379039	OK	 
USER	Pokemon API Test	END	1720479379044
USER	Pokemon API Test	START	1720479379044
REQUEST		Get Pikachu	1720479378992	1720479379040	OK	 
USER	Pokemon API Test	END	1720479379044
USER	Pokemon API Test	START	1720479379044
USER	Pokemon API Test	START	1720479379044
REQUEST		Get Pikachu	1720479378982	1720479379049	OK	 
USER	Pokemon API Test	END	1720479379050
USER	Pokemon API Test	START	1720479379051
REQUEST		Get Pikachu	1720479378995	1720479379054	OK	 
REQUEST		Get Pikachu	1720479379000	1720479379054	OK	 
USER	Pokemon API Test	END	1720479379058
USER	Pokemon API Test	END	1720479379058
USER	Pokemon API Test	START	1720479379058
USER	Pokemon API Test	START	1720479379058
REQUEST		Get Pikachu	1720479379044	1720479379074	OK	 
USER	Pokemon API Test	END	1720479379075
USER	Pokemon API Test	START	1720479379075
REQUEST		Get Pikachu	1720479379028	1720479379077	OK	 
USER	Pokemon API Test	END	1720479379081
USER	Pokemon API Test	START	1720479379081
REQUEST		Get Pikachu	1720479379037	1720479379083	OK	 
REQUEST		Get Pikachu	1720479379031	1720479379084	OK	 
USER	Pokemon API Test	END	1720479379088
USER	Pokemon API Test	END	1720479379088
USER	Pokemon API Test	START	1720479379088
USER	Pokemon API Test	START	1720479379088
REQUEST		Get Pikachu	1720479379058	1720479379090	OK	 
USER	Pokemon API Test	END	1720479379091
USER	Pokemon API Test	START	1720479379091
REQUEST		Get Pikachu	1720479379044	1720479379094	OK	 
USER	Pokemon API Test	END	1720479379096
USER	Pokemon API Test	START	1720479379096
REQUEST		Get Pikachu	1720479379051	1720479379098	OK	 
USER	Pokemon API Test	END	1720479379102
REQUEST		Get Pikachu	1720479379037	1720479379099	OK	 
USER	Pokemon API Test	END	1720479379103
USER	Pokemon API Test	START	1720479379103
REQUEST		Get Pikachu	1720479379044	1720479379100	OK	 
USER	Pokemon API Test	END	1720479379105
USER	Pokemon API Test	START	1720479379105
REQUEST		Get Pikachu	1720479379058	1720479379102	OK	 
USER	Pokemon API Test	END	1720479379106
USER	Pokemon API Test	START	1720479379106
USER	Pokemon API Test	START	1720479379106
REQUEST		Get Pikachu	1720479379091	1720479379122	OK	 
USER	Pokemon API Test	END	1720479379124
USER	Pokemon API Test	START	1720479379124
REQUEST		Get Pikachu	1720479379075	1720479379129	OK	 
USER	Pokemon API Test	END	1720479379132
USER	Pokemon API Test	START	1720479379132
REQUEST		Get Pikachu	1720479379088	1720479379137	OK	 
USER	Pokemon API Test	END	1720479379143
USER	Pokemon API Test	START	1720479379143
REQUEST		Get Pikachu	1720479379106	1720479379144	OK	 
REQUEST		Get Pikachu	1720479379081	1720479379145	OK	 
REQUEST		Get Pikachu	1720479379103	1720479379145	OK	 
USER	Pokemon API Test	END	1720479379150
USER	Pokemon API Test	END	1720479379150
USER	Pokemon API Test	START	1720479379150
USER	Pokemon API Test	START	1720479379150
USER	Pokemon API Test	END	1720479379150
USER	Pokemon API Test	START	1720479379150
REQUEST		Get Pikachu	1720479379097	1720479379151	OK	 
USER	Pokemon API Test	END	1720479379155
REQUEST		Get Pikachu	1720479379106	1720479379155	OK	 
USER	Pokemon API Test	END	1720479379159
USER	Pokemon API Test	START	1720479379159
REQUEST		Get Pikachu	1720479379105	1720479379156	OK	 
USER	Pokemon API Test	START	1720479379161
USER	Pokemon API Test	END	1720479379161
REQUEST		Get Pikachu	1720479379088	1720479379159	OK	 
USER	Pokemon API Test	END	1720479379164
USER	Pokemon API Test	START	1720479379164
USER	Pokemon API Test	START	1720479379164
